wikidata_id:ID(Player),name,enwiki_title,country_of_citizenship,place_of_birth,native_language,sex_or_gender,date_of_birth,height,mass,work_period_start,work_period_end,nickname,handedness,schools_attended
Q380515,Willis Reed,Willis Reed,United States of America,Dubach,,male,25 June 1942,206 centimetre,107 kilogram,1964,1974,,,Grambling State University
Q385436,Dana Barros,Dana Barros,United States of America,Boston,English,male,13 April 1967,180 centimetre,74 kilogram,1989,2004,,,Boston College; Xaverian Brothers High School
Q181601,Sonny Weems,Sonny Weems,United States of America,West Memphis,English,male,08 July 1986,198 centimetre,92 kilogram,2008,,,,West Memphis High School; University of Arkansas; University of Arkansas – Fort Smith
Q463635,Larry Johnson,"Larry Johnson (basketball, born 1969)",United States of America,Tyler,English,male,14 March 1969,198 centimetre,114 kilogram,1991,2001,,,"Skyline High School; University of Nevada, Las Vegas"
Q471576,Marko Jarić,Marko Jari%C4%87,Serbia,Belgrade,,male,12 October 1978,201 centimetre,90 kilogram,1996,2013,,,
Q286765,Chase Budinger,Chase Budinger,United States of America,Encinitas,English,male,22 May 1988,201 centimetre,99 kilogram,2009,2017,,,La Costa Canyon High School; University of Arizona
Q298531,Chauncey Billups,Chauncey Billups,United States of America,Denver,English,male,25 September 1976,190 centimetre,92 kilogram,1997,2014,Mr. Big Shot,,University of Colorado Boulder; George Washington High School; University of Colorado Denver
Q298981,Hidayet Türkoğlu,Hedo T%C3%BCrko%C4%9Flu,Turkey,Bayrampaşa,Turkish,male,19 March 1979,208 centimetre,100 kilogram,1996,2015,,,
Q324249,Kevin Burleson,Kevin Burleson,United States of America,Seattle,English,male,09 April 1979,190 centimetre,93 kilogram,2003,2013,,,O'Dea High School; University of Minnesota
Q326355,Sharrod Ford,Sharrod Ford,United States of America,"Washington, D.C.",English,male,09 September 1982,206 centimetre,102 kilogram; 110 kilogram,2005,2017,,,Clemson University
Q352319,Tim Hardaway,Tim Hardaway,United States of America,Chicago,English,male,01 September 1966,183 centimetre,79 kilogram,1989,2003,Tim Bug,,Carver Military Academy; University of Texas at El Paso
Q384545,Ray Felix,Ray Felix,United States of America,New York City,English,male,10 December 1930,211 centimetre,100 kilogram,1953,1962,The Count; Baby Ray,,Long Island University
Q166871,Kemba Walker,Kemba Walker,United States of America,The Bronx,English,male,08 May 1990,185 centimetre,84 kilogram,2011,,,,Rice High School; University of Connecticut
Q302777,Chris Engler,Chris Engler,United States of America,Stillwater,English,male,01 March 1959,211 centimetre,111 kilogram,1982,1992,Sticks,,Stillwater Area High School; University of Minnesota
Q352064,Yi Jianlian,Yi Jianlian,People's Republic of China,Heshan,,male,27 October 1987,211 centimetre,113 kilogram,2002,,,,Guangdong University of Technology
Q384801,Mirsad Türkcan,Mirsad T%C3%BCrkcan,Turkey,Novi Pazar,Turkish,male,07 June 1976,206 centimetre,102 kilogram,1994,2012,,,
Q336030,Isaiah Thomas,Isaiah Thomas (basketball),United States of America,Tacoma,English,male,07 February 1989,175 centimetre,84 kilogram,2011,,,,Curtis Senior High School; South Kent School; University of Washington
Q386995,Brad Miller,Brad Miller (basketball),United States of America,Fort Wayne,English,male,12 April 1976,213 centimetre,107 kilogram,1998,2012,,,Purdue University; East Noble High School; Maine Central Institute
Q483890,Ha Seung-Jin,Ha Seung-jin,South Korea,Seoul,Korean,male,04 August 1985,221 centimetre,139 kilogram,2004,,,,Yonsei University
Q381721,Anthony Parker,Anthony Parker,United States of America,Naperville,English,male,19 June 1975,198 centimetre,98 kilogram,1997,2012,,,Naperville Central High School; Bradley University
Q301757,Aaron Brooks,Aaron Brooks (basketball),United States of America,Seattle,English,male,14 January 1985,183 centimetre,73 kilogram,2007,,,,Franklin High School; University of Oregon; Nathan Eckstein Middle School
Q382285,Josh Howard,Josh Howard,United States of America,Winston-Salem,English,male,28 April 1980,201 centimetre,95 kilogram,2003,2014,,,Hargrave Military Academy; Robert B. Glenn High School; Wake Forest University
Q305510,Nenad Krstić,Nenad Krsti%C4%87,Serbia and Montenegro; Serbia,Kraljevo,,male,25 July 1983,213 centimetre,110 kilogram,2000,2016,,,
Q384252,Brad Holland,Brad Holland,United States of America,Billings,English,male,06 December 1956,190 centimetre,82 kilogram,1979,1982,,,"Crescenta Valley High School; University of California, Los Angeles"
Q352162,Dennis Johnson,Dennis Johnson,United States of America,San Pedro,English,male,18 September 1954,193 centimetre,84 kilogram,1976,1990,,,Los Angeles Harbor College; Manuel Dominguez High School; Pepperdine University
Q116254,DeJuan Blair,DeJuan Blair,United States of America,Pittsburgh,English,male,22 April 1989,201 centimetre,122 kilogram,2009,,,,Schenley High School; University of Pittsburgh
Q289398,Chris Mullin,Chris Mullin,United States of America,Brooklyn,English,male,30 July 1963,201 centimetre,91 kilogram,1985,2001,,,Power Memorial Academy; St. John's University; Xaverian High School
Q129408,Kenny Rollins,Kenny Rollins,United States of America,Charleston,English,male,14 September 1923,183 centimetre,76 kilogram,1948,1953,,,University of Kentucky
Q127125,Mark Price,Mark Price,United States of America,Bartlesville,English,male,15 February 1964,183 centimetre,77 kilogram,1986,1998,The OK Kid,,Enid High School; Georgia Tech
Q116551,Ronny Turiaf,Ronny Turiaf,France,Fort-de-France,Antillean Creole,male,13 January 1983,208 centimetre,113 kilogram,2005,2014,,,Emlyon Business School; INSEP; Gonzaga University
Q458065,Mike Brown,"Mike Brown (basketball, born 1970)",United States of America,Columbus,English,male,05 March 1970,191 centimetre,91 kilogram,,,,,University of San Diego; Wuerzburg American High School
Q284820,Diante Garrett,Diante Garrett,United States of America,Milwaukee,English,male,03 November 1988,193 centimetre,86 kilogram,2011,,,,Harold S. Vincent High School; Iowa State University
Q179906,DeMarre Carroll,DeMarre Carroll,United States of America,Birmingham,English,male,27 July 1986,203 centimetre,98 kilogram,2009,,,,John Carroll Catholic High School; University of Missouri; Vanderbilt University
Q304349,Keyon Dooling,Keyon Dooling,United States of America,Fort Lauderdale,English,male,08 May 1980,190 centimetre,89 kilogram,2000,2013,,,Dillard High School; University of Missouri
Q332434,Jeff McInnis,Jeff McInnis,United States of America,Charlotte,English,male,22 October 1974,193 centimetre,86 kilogram,1996,2008,,,West Charlotte High School; University of North Carolina at Chapel Hill
Q334470,Jason Kapono,Jason Kapono,United States of America,Long Beach,English,male,04 February 1981,203 centimetre,97 kilogram,2003,2013,,,"University of California, Los Angeles; Artesia High School"
Q382809,Hank Biasatti,Hank Biasatti,Canada,Beano,,male,14 January 1922,180 centimetre,79 kilogram,,,,,Assumption University; University of Windsor; Long Island University
Q386259,George Ratkovicz,George Ratkovicz,United States of America,Chicago,English,male,13 November 1922,198 centimetre,100 kilogram,1941,1955,,,Robert Lindblom Math & Science Academy
Q386656,Lawrence Boston,Lawrence Boston,United States of America,Cleveland,English,male,18 May 1956,203 centimetre,102 kilogram,1978,1987,,,John F. Kennedy High School; University of Maryland
Q295322,Metta Sandiford-Artest,Metta Sandiford-Artest,United States of America,Queens,English,male,13 November 1979,201 centimetre,118 kilogram,1999,2017,,,La Salle Academy; St. John's University
Q306553,Bruce Bowen,Bruce Bowen,United States of America,Merced,English,male,14 June 1971,201 centimetre,84 kilogram,1993,2009,,,"Edison High School; California State University, Fullerton"
Q458539,Renaldas Seibutis,Renaldas Seibutis,Lithuania,Mažeikiai,,male,23 July 1985,198 centimetre,84 kilogram,2002,,,,
Q463317,Desmond Mason,Desmond Mason,United States of America,Waxahachie,English,male,11 October 1977,201 centimetre,102 kilogram,2000,2009,,,Oklahoma State University–Stillwater; Waxahachie High School
Q464358,O. J. Mayo,O. J. Mayo,United States of America,Huntington,,male,05 November 1987,193 centimetre,95 kilogram,2008,,,,Rose Hill Christian High School; University of Southern California; North College Hill High School; Huntington High School
Q304473,Solomon Jones,Solomon Jones (basketball),United States of America,Eustis,English,male,16 July 1984,208 centimetre,104 kilogram,2006,2017,,,University of South Florida
Q352114,Nicolas Batum,Nicolas Batum,France,Lisieux,,male,14 December 1988,203 centimetre,95 kilogram,2006,,,,
Q373964,George E. Johnson,George E. Johnson (basketball),United States of America,Harleton,,male,19 June 1947,211 centimetre,111 kilogram,1970,1976,,,
Q386513,Sean Lampley,Sean Lampley,United States of America,Harvey,English,male,03 September 1979,201 centimetre,103 kilogram,2002,2009,,,"St. Francis de Sales High School; University of California, Berkeley"
Q472044,Amir Johnson,Amir Johnson,United States of America,Los Angeles,English,male,01 May 1987,206 centimetre,109 kilogram,2005,2019,,,Verbum Dei High School; Westchester Enriched Sciences Magnets; Narbonne High School
Q470698,Mirza Teletović,Mirza Teletovi%C4%87,Bosnia and Herzegovina,Mostar,,male,17 September 1985,205 centimetre,111 kilogram,2002,2018,,,Gimnazija Meša Selimović
Q471572,Antonis Fotsis,Antonis Fotsis,Turkey; Greece,Athens,,male,01 April 1981,209 centimetre,100 kilogram,1996,,Batman; Μπάτμαν,,
Q472405,Derrick Phelps,Derrick Phelps,United States of America,Queens,English,male,31 July 1972,193 centimetre,82 kilogram,1994,2010,,,University of North Carolina at Chapel Hill; Christ the King Regional High School
Q493115,Andre Drummond,Andre Drummond,United States of America,Mount Vernon,English,male,10 August 1993,213 centimetre,127 kilogram,2012,,,,St. Thomas More School; University of Connecticut
Q493208,Andre Miller,Andre Miller,United States of America,Los Angeles,English,male,19 March 1976,191 centimetre,91 kilogram,1999,2016,,,Verbum Dei High School; University of Utah
Q288853,Mel Daniels,Mel Daniels,United States of America,Detroit,English,male,20 July 1944,206 centimetre,100 kilogram,1967,1976,,,Pershing High School; University of New Mexico
Q465812,Steven Smith,Steven Smith (basketball),United States of America,Philadelphia,English,male,12 April 1983,203 centimetre,113 kilogram,2006,,,,Northeast High School; La Salle University
Q150510,Shawn Kemp,Shawn Kemp,United States of America,Elkhart,English,male,26 November 1969,208 centimetre,104 kilogram,1989,2003,,,Trinity Valley Community College; Concord High School; University of Kentucky
Q350464,Adam Morrison,Adam Morrison,United States of America,Glendive,English,male,19 July 1984,203 centimetre,93 kilogram,2006,2012,,,Gonzaga University; Mead High School
Q381762,Didier Mbenga,D. J. Mbenga,Belgium; Democratic Republic of the Congo,Kinshasa,,male,30 December 1980,213 centimetre,121 kilogram,2001,,,,
Q180860,Pervis Ellison,Pervis Ellison,United States of America,Savannah,English,male,03 April 1967,206 centimetre,95 kilogram,1989,2000,Never Nervous,,University of Louisville; Savannah High School
Q349684,Adam Harrington,Adam Harrington (basketball),United States of America,Bernardston,English,male,05 July 1980,196 centimetre,91 kilogram,2002,2010,,,Pioneer Valley Regional School; North Carolina State University; Auburn University
Q458552,Sasha Pavlović,Aleksandar Pavlovi%C4%87 (basketball),Serbia,Bar,,male,15 November 1983,201 centimetre,108 kilogram,2000,2016,,,
Q282322,Ray Owes,Ray Owes,United States of America,San Bernardino,English,male,11 December 1972,206 centimetre,102 kilogram,,,,,San Bernardino High School; University of Arizona
Q334702,Alexey Shved,Alexey Shved,Russia,Belgorod,,male,16 December 1988,198 centimetre,86 kilogram,2006,,,,
Q351032,Sergei Monia,Sergei Monia,Russia,Saratov,,male,15 April 1983,202 centimetre,100 kilogram,2000,,,,
Q352140,Antawn Jamison,Antawn Jamison,United States of America,Shreveport,English,male,12 June 1976,203 centimetre,101 kilogram,1998,2014,,,Providence High School; University of North Carolina at Chapel Hill
Q352668,Timofey Mozgov,Timofey Mozgov,Russia,Saint Petersburg,,male,16 July 1986,216 centimetre,113 kilogram,2004,,,,
Q373871,Russ Lee,Russ Lee,United States of America,Boston,English,male,27 January 1950,196 centimetre,84 kilogram,1972,1974,,,Marshall University; Hyde Park High School
Q470936,Fernando Martín,Fernando Mart%C3%ADn (basketball),Spain,Madrid,,male,25 March 1962,206 centimetre,99 kilogram,1979,1989,,,
Q458124,Kevin Martin,"Kevin Martin (basketball, born 1983)",United States of America,Zanesville,English,male,01 February 1983,201 centimetre,90 kilogram,2004,2016,,,Zanesville High School; Western Carolina University
Q179051,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,United States of America,New York City,American English; English,male,16 April 1947,218 centimetre,102 kilogram,1969,1989,,right-handedness,"Power Memorial Academy; University of California, Los Angeles"
Q459312,Walter Palmer,Walter Palmer (basketball),United States of America,Ithaca,English,male,23 October 1968,216 centimetre,98 kilogram,1990,2003,,,Washington-Liberty High School; Dartmouth College
Q115915,Jusuf Nurkić,Jusuf Nurki%C4%87,Bosnia and Herzegovina,Tuzla,,male,23 August 1994,212 centimetre,123 kilogram,2012,,,,
Q127561,John Salmons,John Salmons,United States of America,Philadelphia,English,male,12 December 1979,201 centimetre,95 kilogram,2002,2015,,,Plymouth-Whitemarsh High School; University of Miami
Q150502,Muggsy Bogues,Muggsy Bogues,United States of America,Baltimore,English,male,09 January 1965,160 centimetre,62 kilogram,1987,2001,Billy; Apple; Muggs; Muggsy; la chespa negre,,Paul Laurence Dunbar High School; Wake Forest University
Q177928,Sidney Moncrief,Sidney Moncrief,United States of America,Little Rock,English,male,21 September 1957,190 centimetre,82 kilogram,1979,1991,El Sid; El Sid; Sid the Squid; Sir Sid,,Hall High School; University of Arkansas
Q298512,Isiah Thomas,Isiah Thomas,United States of America,Chicago,English,male,30 April 1961,185 centimetre,82 kilogram,1981,1994,Zeke,,"St. Joseph High School; Indiana University Bloomington; Indiana University; University of California, Berkeley Graduate School of Education"
Q322063,Delonte West,Delonte West,United States of America,"Washington, D.C.",English,male,26 July 1983,191 centimetre,82 kilogram,2004,2015,,,Saint Joseph's University; Eleanor Roosevelt High School
Q459413,Lindsey Hunter,Lindsey Hunter,United States of America,Utica,English,male,03 December 1970,188 centimetre,77 kilogram,1993,2010,,,Alcorn State University; Murrah High School
Q352110,George Gervin,George Gervin,United States of America,Detroit,English,male,27 April 1952,201 centimetre,82 kilogram,1972,1990,Iceman; Ice; GG; Iceberg Slim,,"Martin Luther King High School; California State University, Long Beach; Eastern Michigan University"
Q295340,Clyde Drexler,Clyde Drexler,United States of America,New Orleans,English,male,22 June 1962,201 centimetre,95 kilogram,1983,1998,,,Sterling High School; University of Houston
Q390274,Henry Akin,Henry Akin,United States of America,Detroit,English,male,31 July 1944,208 centimetre,102 kilogram,1966,1969,,,Troy High School; Morehead State University
Q312648,Jason Terry,Jason Terry,United States of America,Seattle,English,male,15 September 1977,188 centimetre,82 kilogram,1999,2018,,,University of Arizona
